price,year,mileage,tax,steering,condition,owners,model,volume,power,transmission,engine,fuel,drive,acceleration,consumption,country,class,number seats,length,width,height,wheelbase,clearance,wheel size,fuel capacity,weight,gears,maximum speed,fuel consumption city/highway/combined,ecological,co2,engine capacity,boost type,cylinders,cylinder,compression,engine model,timing
1 700 000 ₽,2016,211 480 км,8 150 ₽ / год,Левый,Не требует ремонта,2 владельца,nan,2.0,163,Автомат,Дизельный,ДТ,Передний,12.0,7.6,Франция,M,"8, 9",5135,1895,1942,3122,175,"215/60 R16, 215/65 R15",80,2810,6,170,9.0/6.8/7.6,Euro 5,199,1997,Турбонаддув,4,4,16,DW10CTED4,DOHC
950 000 ₽,2011,98 500 км,5 250 ₽ / год,Левый,Не требует ремонта,3 или более,BMW,2.0,150,Автомат,Бензиновый,АИ-95,Задний,9.7,8.2,Германия,C,5,4454,1798,1545,2760,195,"225/45 R18, 225/50 R17",63,1990,6,202,11.3/6.4/8.2,Euro 5,180,1995,нет,4,4,10.5,N46B20,DOHC
3 130 000 ₽,2018,139 000 км,7 960 ₽ / год,Левый,Не требует ремонта,2 владельца,Kia,2.2,200,Автомат,Дизельный,ДТ,Полный,9.4,6.5,Южная Корея,D,"5, 7",4800,1890,1685,2780,185,"235/55 R19, 235/60 R18, 235/65 R17",71,2620,8,203,7.3/6.0/6.5,Euro 5,nan,2199,Турбонаддув,4,4,16,nan,DOHC
2 580 000 ₽,2021,47 450 км,17 775 ₽ / год,Левый,Не требует ремонта,2 владельца,Geely,2.0,238,Автомат,Бензиновый,АИ-95,Полный,6.9,8.1,Китай,C,5,4605,1878,1643,2700,204,"235/50 R19, 245/45 R20",54,2115,8,210,11.4/6.3/8.1,Euro 5,nan,1969,Турбонаддув,4,4,10.8,JLH-4G20TDB,DOHC
1 250 000 ₽,2012,122 000 км,9 500 ₽ / год,Левый,Не требует ремонта,3 или более,Nissan,1.6,190,Вариатор,Бензиновый,АИ-95,Полный,8.4,7.6,Япония,B,5,4135,1765,1565,2530,170,"215/55 R17, 225/45 R18",46,1860,nan,200,10.2/6.0/7.6,nan,nan,1618,Турбонаддув,4,4,9.5,nan,DOHC
5 699 000 ₽,2020,70 000 км,42 900 ₽ / год,Левый,Не требует ремонта,1 владелец,Volkswagen,3.0,286,Автомат,Дизельный,ДТ,Полный,6.1,6.9,Германия,E,5,4878,1984,1717,2904,200,"235/65 R18, 255/55 R19, 255/60 R18, 285/40 R21, 285/45 R20",75,2850,8,235,8.1/6.2/6.9,Euro 6,182,2967,Турбонаддув,6,4,15.5,DENA,DOHC
1 350 000 ₽,2014,131 000 км,4 025 ₽ / год,Правый,Не требует ремонта,1 владелец,nan,1.2,120,Робот,Бензиновый,АИ-95,Передний,10.9,5.4,Франция,B,5,4122,1778,1566,2606,170,nan,45,1726,6,192,6.6/4.7/5.4,Euro 5,125,1197,Турбонаддув,4,4,9.8,H5F 412,DOHC
1 479 000 ₽,2020,75 000 км,2 875 ₽ / год,Левый,Не требует ремонта,1 владелец,Renault,1.5,115,Механика,Дизельный,ДТ,Передний,11.4,4.2,Франция,C,5,4626,1814,1449,2712,145,195/65 R15,47,1961,6,193,4.4/4.0/4.2,Euro 6,127,1461,Турбонаддув,4,2,15.5,K9K,SOHC
1 135 000 ₽,2018,107 985 км,3 660 ₽ / год,Левый,Не требует ремонта,1 владелец,Lada,1.8,122,Механика,Бензиновый,АИ-92,Передний,11.2,7.9,Россия,B,5,4424,1785,1532,2635,203,205/50 R17,55,1730,5,180,10.7/6.4/7.9,Euro 5,nan,1774,нет,4,4,10.5,21179,DOHC
1 070 000 ₽,2022,103 426 км,3 955 ₽ / год,Левый,Не требует ремонта,1 владелец,Chery,1.5,113,Вариатор,Бензиновый,АИ-92,Передний,14.6,7.5,Китай,B,5,4318,1831,1662,2610,190,215/60 R17,57,1684,nan,165,9.8/6.1/7.5,Euro 5,nan,1499,нет,4,4,11.4,SQRE4G15B,DOHC
1 979 000 ₽,2021,77 000 км,4 550 ₽ / год,Левый,Не требует ремонта,1 владелец,Opel,1.5,130,Автомат,Дизельный,ДТ,Передний,12.3,4.2,Германия,C,5,4477,1906,1609,2675,188,"215/65 R17, 215/70 R16, 225/55 R18, 235/50 R19",53,2000,8,192,4.5/4.0/4.2,Euro 6,110,1499,Турбонаддув,4,4,16.5,nan,DOHC
1 976 938 ₽,2023,26 000 км,5 110 ₽ / год,Левый,Не требует ремонта,1 владелец,Exeed,1.5,147,Вариатор,Бензиновый,АИ-92,Передний,10.5,8.0,Китай,C,5,4533,1848,1699,2670,185,"225/55 R19, 225/60 R18",51,nan,nan,186,10.2/6.8/8.0,Euro 6,nan,1498,Турбонаддув,4,4,9.5,SQRE4T15C,DOHC
1 205 000 ₽,2022,53 135 км,4 760 ₽ / год,Левый,Не требует ремонта,1 владелец,JAC,1.5,136,Механика,Бензиновый,nan,Передний,nan,8.5,Китай,D,5,4772,1820,1492,2760,125,215/50 R17,55,1857,6,170,9.2/7.5/8.5,Euro 5,nan,1499,Турбонаддув,4,4,9.5,nan,DOHC
1 579 000 ₽,2021,95 000 км,2 875 ₽ / год,Левый,Не требует ремонта,1 владелец,nan,1.5,115,Робот,Дизельный,ДТ,Передний,11.1,4.2,Франция,C,5,4626,1814,1449,2712,143,205/55 R16,45,1970,7,193,4.4/4.0/4.2,Euro 6,120,1461,Турбонаддув,4,2,15.5,K9K,SOHC
1 320 000 ₽,2012,168 000 км,17 325 ₽ / год,Левый,Не требует ремонта,2 владельца,Mercedes-Benz,3.0,231,Автомат,Бензиновый,АИ-95,Полный,7.6,10.4,Германия,D,5,4525,1840,1683,2755,201,"235/50 R19, 235/60 R17",66,2480,7,210,14.1/8.3/10.4,Euro 5,194,2996,нет,6,4,11.3,M272.945,DOHC
1 675 000 ₽,2015,258 000 км,9 500 ₽ / год,Левый,Не требует ремонта,3 или более,Volvo,2.4,190,Автомат,Дизельный,ДТ,Полный,8.9,5.7,Швеция,D,5,4638,1899,1545,2774,201,"215/65 R16, 235/55 R17",67,2300,6,205,-/-/5.7,Euro 6,149,2400,Турбонаддув,5,4,16.5,D5244T21,DOHC
495 000 ₽,2010,186 000 км,4 375 ₽ / год,Левый,Не требует ремонта,3 или более,Ford,1.8,125,Механика,Бензиновый,АИ-95,Передний,10.5,7.0,США,C,5,4342,1840,1497,2640,155,"195/65 R15, 205/55 R16",55,1795,5,193,9.6/5.6/7.0,nan,nan,1798,нет,4,4,10.8,QQDB,DOHC
5 692 031 ₽,2018,17 500 км,37 650 ₽ / год,Левый,Не требует ремонта,1 владелец,nan,1.8,252,Робот,Бензиновый,АИ-95,Задний,4.5,6.1,Франция,S,2,4180,1798,1252,2420,100,"205/45 R17, 205/40 R18",45,nan,7,250,8.2/5.0/6.1,Euro 6,138,1798,Турбонаддув,4,4,9,nan,DOHC
800 000 ₽,2015,103 000 км,2 140 ₽ / год,Левый,Не требует ремонта,2 владельца,Kia,1.4,107,Механика,Бензиновый,АИ-92,Передний,11.5,5.9,Южная Корея,B,5,4370,1700,1470,2570,160,"185/65 R15, 195/55 R16",43,1565,5,190,7.6/4.9/5.9,Euro 4,124,1396,нет,4,4,10.5,nan,DOHC
2 099 000 ₽,2023,3 860 км,9 000 ₽ / год,Левый,Не требует ремонта,1 владелец,Changan,1.5,181,Робот,Бензиновый,АИ-92,Передний,8.1,5.9,Китай,C,5,4515,1865,1680,2656,171,225/55 R19,55,nan,7,190,-/-/5.9,nan,nan,1494,Турбонаддув,4,4,10,JL473ZQ7,DOHC
700 000 ₽,2008,278 000 км,10 000 ₽ / год,Левый,Не требует ремонта,3 или более,Volkswagen,2.0,200,Механика,Бензиновый,АИ-98,Передний,7.6,7.9,Германия,E,4,4799,1855,1417,2711,154,235/45 R17,70,1970,6,237,11.0/6.1/7.9,Euro 4,nan,1984,Турбонаддув,4,4,9.6,"cawb, cbfa, ccta, ccza",DOHC
2 990 000 ₽,2016,104 000 км,60 750 ₽ / год,Левый,Не требует ремонта,3 или более,Infiniti,3.0,405,Автомат,Бензиновый,АИ-95,Полный,5.4,9.3,Япония,D,5,4790,1820,1445,2850,130,"225/50 R18, 225/55 R17",74,nan,7,250,13.3/7.0/9.3,nan,nan,2997,Турбонаддув,6,4,10.3,VR30DDTT,DOHC
3 899 000 ₽,2019,115 000 км,9 500 ₽ / год,Левый,Не требует ремонта,1 владелец,BMW,2.0,190,Автомат,Дизельный,ДТ,Полный,7.6,5.2,Германия,E,5,4943,1868,1498,2975,140,225/55 R17,68,2480,8,222,5.7/4.8/5.2,Euro 6,136,1995,Турбонаддув,4,4,16.5,B47D20,DOHC
950 000 ₽,2007,456 000 км,8 250 ₽ / год,Левый,Не требует ремонта,2 владельца,Mitsubishi,3.2,170,Автомат,Дизельный,ДТ,Полный,12.9,10.6,Япония,J,"5, 7",4900,1875,1900,2780,225,"265/60 R18, 265/70 R16, 265/65 R17",88,3030,5,177,13.1/9.1/10.6,nan,nan,3200,Турбонаддув,4,4,17,nan,DOHC
1 850 000 ₽,2020,98 000 км,4 900 ₽ / год,Левый,Не требует ремонта,1 владелец,Kia,1.4,140,Робот,Бензиновый,АИ-95,Передний,9.4,6.1,Южная Корея,C,5,4605,1800,1437,2650,150,195/65 R15,50,1870,7,205,7.7/5.2/6.1,Euro 5,142,1353,Турбонаддув,4,4,10,1.4 T-GDI,DOHC
850 000 ₽,2017,135 700 км,2 440 ₽ / год,Левый,Не требует ремонта,2 владельца,Lada,1.8,122,Робот,Бензиновый,АИ-92,Передний,10.9,6.8,Россия,B,5,4165,1764,1570,2592,195,"185/65 R15, 195/65 R15, 205/55 R16",50,1650,5,186,8.6/5.8/6.8,nan,nan,1774,нет,4,4,10.5,21179,DOHC
950 000 ₽,2019,85 000 км,3 180 ₽ / год,Левый,Не требует ремонта,1 владелец,Lada,1.6,106,Механика,Бензиновый,АИ-95,Передний,11.4,7.2,Россия,B,5,4165,1764,1570,2592,195,"185/65 R15, 195/65 R15, 205/55 R16",50,1650,5,176,9.3/5.9/7.2,nan,nan,1596,нет,4,4,10.5,21129,DOHC
1 196 000 ₽,2012,161 966 км,5 180 ₽ / год,Левый,Не требует ремонта,2 владельца,Toyota,2.0,148,Вариатор,Бензиновый,АИ-95,Полный,11.5,7.6,Япония,C,5,4445,1815,1685,2560,190,225/65 R17,60,2110,nan,185,9.6/6.5/7.6,Euro 4,178,1998,нет,4,4,9.8,1az-fe,DOHC
1 499 000 ₽,2012,286 000 км,42 900 ₽ / год,Левый,Не требует ремонта,3 или более,Jeep,3.6,286,Автомат,Бензиновый,АИ-95,Полный,9.1,11.4,США,J,5,4822,1943,1781,2915,205-218,"265/50 R20, 265/60 R18",93,2949,5,206,16.0/8.8/11.4,nan,265,3604,нет,6,4,10.2,nan,DOHC
1 599 000 ₽,2016,94 500 км,5 040 ₽ / год,Левый,Не требует ремонта,1 владелец,Nissan,2.0,144,Вариатор,Бензиновый,АИ-95,Передний,11.7,7.1,Япония,D,5,4643,1820,1695,2706,210,"225/60 R18, 225/65 R17",60,1990,nan,183,9.0/6.1/7.1,Euro 5,165,1997,нет,4,4,11.2,mr20dd,DOHC
690 000 ₽,2022,120 312 км,3 920 ₽ / год,Левый,Не требует ремонта,1 владелец,Chery,1.5,113,Вариатор,Бензиновый,АИ-92,Передний,14.6,7.5,Китай,B,5,4318,1831,1662,2610,190,215/60 R17,57,1684,nan,165,9.8/6.1/7.5,Euro 5,nan,1499,нет,4,4,11.4,SQRE4G15B,DOHC
1 550 000 ₽,2007,131 200 км,nan,Левый,Не требует ремонта,3 или более,nan,5.7,345,Автомат,Бензиновый,АИ-92,Полный,8.4,nan,США,J,6,6297,2032,1905,4077,220,"275/60 R20, 285/45 R22",129,3800,4,190,16.8/13.1/-,nan,nan,5654,нет,8,4,9.6,EZA,SOHC
3 450 000 ₽,2023,19 000 км,16 500 ₽ / год,Левый,Не требует ремонта,2 владельца,Tank,2.0,220,Автомат,Бензиновый,АИ-92,Полный,10.6,10.7,Китай,J,5,4760,1930,1903,2750,224,265/65 R17,80,2552,8,175,-/-/10.7,nan,nan,1967,Турбонаддув,4,4,nan,nan,DOHC
429 000 ₽,2008,228 000 км,4 340 ₽ / год,Левый,Не требует ремонта,3 или более,Toyota,1.6,124,Механика,Бензиновый,АИ-95,Передний,10.4,7.1,Япония,C,5,4220,1760,1515,2600,150,205/55 R16,55,1750,5,190,9.0/5.9/7.1,Euro 4,nan,1598,нет,4,4,10.2,1zr-f,DOHC
3 130 000 ₽,2018,139 000 км,7 960 ₽ / год,Левый,Не требует ремонта,2 владельца,Kia,2.2,200,Автомат,Дизельный,ДТ,Полный,9.4,6.5,Южная Корея,D,"5, 7",4800,1890,1685,2780,185,"235/55 R19, 235/60 R18, 235/65 R17",71,2620,8,203,7.3/6.0/6.5,Euro 5,nan,2199,Турбонаддув,4,4,16,nan,DOHC
2 400 000 ₽,2024,15 000 км,5 110 ₽ / год,Левый,Не требует ремонта,1 владелец,Chery,1.5,147,Робот,Бензиновый,АИ-92,Передний,9.8,7.6,Китай,D,"5, 7",4700,1860,1705,2710,190,235/55 R18,51,2104,6,190,9.8/6.4/7.6,Euro 5,181,1498,Турбонаддув,4,4,9.5,E4T15B,DOHC
850 000 ₽,2014,260 000 км,5 250 ₽ / год,Левый,Не требует ремонта,2 владельца,Hyundai,2.0,150,Автомат,Бензиновый,АИ-95,Передний,10.7,7.8,Южная Корея,D,5,4740,1815,1470,2770,140,"205/60 R16, 215/50 R17, 225/45 R17, 225/45 R18",70,2030,6,202,10.6/6.1/7.8,Euro 4,184,1999,нет,4,4,10.3,G4NC,DOHC
1 480 000 ₽,2006,400 000 км,16 125 ₽ / год,Правый,Не требует ремонта,2 владельца,nan,2.5,215,Автомат,Бензиновый,АИ-95,Задний,8.4,8.3,Япония,E,5,4840,1780,1470,2850,155,215/60 R16,71,nan,5,nan,-/-/8.3,nan,nan,2499,нет,6,4,12,4gr-fse,DOHC
1 699 999 ₽,2020,245 000 км,5 215 ₽ / год,Левый,Не требует ремонта,2 владельца,Kia,2.0,150,Автомат,Бензиновый,АИ-95,Передний,10.6,9.8,Южная Корея,D,5,4905,1860,1465,2850,155,"215/55 R17, 215/60 R16",70,nan,6,210,11.1/8.3/9.8,Euro 5,165,1999,нет,4,4,10.3,G4NA,DOHC
999 000 ₽,2005,172 190 км,7 950 ₽ / год,Левый,Не требует ремонта,1 владелец,Toyota,2.4,157,Автомат,Бензиновый,АИ-95,Передний,10.8,nan,Япония,E,7,4690,1826,1725,2715,170,"225/65 R17, 225/70 R16",72,2432,4,175,10.7/8.7/-,nan,nan,2362,нет,4,4,9.6,2AZ-FE,DOHC
670 000 ₽,2014,279 324 км,4 200 ₽ / год,Левый,Не требует ремонта,2 владельца,Peugeot,1.6,120,Механика,Бензиновый,АИ-95,Передний,12.0,7.3,Франция,M,5,4380,1810,1801,2728,180,195/65 R15,60,2000,5,177,9.6/6.0/7.3,Euro 4,169,1598,нет,4,4,11,nan,DOHC
450 000 ₽,2006,350 200 км,4 900 ₽ / год,Левый,Не требует ремонта,1 владелец,Hyundai,2.0,140,Автомат,Бензиновый,АИ-92,Передний,13.1,9.6,Южная Корея,M,"5, 7",4699,1839,1760,2830,160,215/65 R15,65,2440,4,179,12.9/7.6/9.6,nan,nan,1975,нет,4,4,10.1,nan,DOHC
550 000 ₽,2002,300 000 км,9 450 ₽ / год,Правый,Не требует ремонта,3 или более,Toyota,1.8,192,Автомат,Бензиновый,АИ-95,Передний,8.5,8.4,Япония,C,4,4335,1735,1320,2600,140,"205/55 R15, 195/60 R15, 205/50 R16",55,1565,4,220,11.0/6.6/8.4,nan,nan,1796,нет,4,4,11.5,2ZZ-GE,DOHC
4 073 000 ₽,2020,58 563 км,8 950 ₽ / год,Левый,Не требует ремонта,2 владельца,Audi,2.0,180,Робот,Бензиновый,АИ-95,Полный,7.4,7.2,Германия,C,5,4500,1840,1560,2680,170,"215/65 R17, 235/55 R18",60,2150,7,220,9.2/6.0/7.2,Euro 6,164,1984,Турбонаддув,4,4,9.6,nan,DOHC
1 669 000 ₽,2015,89 000 км,5 250 ₽ / год,Левый,Не требует ремонта,2 владельца,nan,1.6,150,Автомат,Бензиновый,АИ-95,Передний,9.2,7.1,Франция,D,5,4792,1853,1456,2817,170,"215/55 R17, 215/60 R16",72,nan,6,220,10.5/5.2/7.1,Euro 5,nan,1598,Турбонаддув,4,4,10.5,EP6DT,DOHC
685 000 ₽,2011,221 790 км,9 000 ₽ / год,Левый,Не требует ремонта,3 или более,Skoda,1.4,180,Робот,Бензиновый,АИ-95,Передний,7.3,6.2,Чехия,B,5,4029,1642,1492,2451,149,"205/40 R17, 205/45 R16",45,1718,7,224,7.7/5.2/6.2,Euro 5,nan,1390,Турбонаддув,4,4,10,nan,DOHC
4 400 000 ₽,2021,18 800 км,8 950 ₽ / год,Левый,Не требует ремонта,1 владелец,Audi,2.0,180,Робот,Бензиновый,АИ-95,Полный,7.4,7.5,Германия,C,5,4484,1849,1585,2680,170,"215/65 R17, 235/55 R18",60,2150,7,220,9.5/6.4/7.5,Euro 6,172,1984,Турбонаддув,4,4,9.6,nan,DOHC
6 300 000 ₽,2024,35 км,16 800 ₽ / год,Левый,Не требует ремонта,1 владелец,Zeekr,nan,789,Автомат,Электро,nan,Полный,3.3,15.6,Китай,E,5,4977,1999,1545,3005,158,"255/45 R21, 255/55 R19, 265/40 R22",nan,2930,1,240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2 300 000 ₽,2014,201 000 км,18 375 ₽ / год,Левый,Не требует ремонта,3 или более,BMW,2.0,245,Автомат,Бензиновый,АИ-95,Полный,6.4,7.3,Германия,D,5,4671,1881,1624,2810,204,"225/60 R17, 245/50 R18",67,2360,8,232,9.1/6.2/7.3,Euro 6,169,1997,Турбонаддув,4,4,10,N20B20,DOHC
680 000 ₽,2013,500 000 км,4 515 ₽ / год,Левый,Не требует ремонта,3 или более,Kia,1.6,129,Автомат,Бензиновый,АИ-95,Передний,11.8,6.9,Южная Корея,C,5,4505,1780,1485,2650,150,"195/65 R15, 205/55 R16",53,1870,6,190,9.5/5.4/6.9,Euro 4,162,1591,нет,4,4,11,nan,DOHC
890 000 ₽,2010,212 350 км,5 145 ₽ / год,Левый,Не требует ремонта,3 или более,Mitsubishi,2.0,147,Механика,Бензиновый,АИ-95,Передний,10.8,8.1,Япония,D,5,4665,1800,1680,2670,215,"225/55 R18, 215/70 R16",63,2070,5,184,10.5/6.8/8.1,Euro 4,nan,1998,нет,4,4,10,nan,DOHC
300 000 ₽,2007,150 000 км,nan,Левый,Не требует ремонта,3 или более,nan,2.4,126,Механика,Бензиновый,АИ-95,Полный,nan,13.0,Китай,J,5,5310,1812,1735,3100,202,245/65 R17,73,2110,5,140,-/-/13.0,Euro 2,nan,2351,нет,4,4,9.5,4G64S4M,DOHC
1 790 000 ₽,2023,16 000 км,5 215 ₽ / год,Левый,Не требует ремонта,1 владелец,Jetta,1.4,150,Автомат,Бензиновый,АИ-95,Передний,9.5,6.8,Китай,C,5,4419,1841,1616,2630,180,"225/50 R18, 225/55 R17",51,nan,6,170,8.5/5.9/6.8,nan,nan,1395,Турбонаддув,4,4,10,EA211 DJS,DOHC
2 000 000 ₽,2019,80 000 км,5 250 ₽ / год,Левый,Не требует ремонта,2 владельца,Subaru,2.0,150,Вариатор,Бензиновый,АИ-95,Полный,10.3,7.2,Япония,D,5,4625,1815,1730,2670,220,225/60 R17,63,2223,nan,193,9.0/6.2/7.2,nan,nan,1995,нет,4,4,10.5,FB20B,DOHC
3 100 000 ₽,2023,30 000 км,16 275 ₽ / год,Левый,Не требует ремонта,1 владелец,BAIC,2.0,218,Автомат,Бензиновый,АИ-92,Полный,10.85,10.4,Китай,J,5,4645,1925,1871,2745,210,265/65 R17,75,2505,8,160,13.8/8.4/10.4,Euro 6,245,1967,Турбонаддув,4,4,9.6,HY4C20B,DOHC
7 760 000 ₽,2024,32 км,9 850 ₽ / год,Левый,Не требует ремонта,1 владелец,LiXiang,1.5,449,Автомат,Гибридный,АИ-95,Полный,5.3,22.8,Китай,E,5,5050,1995,1750,3005,180,265/45 R21,65,3130,1,180,-/-/7.4,nan,nan,1496,Турбонаддув,4,4,nan,L2E15M,DOHC
1 600 000 ₽,2018,105 000 км,3 570 ₽ / год,Левый,Не требует ремонта,2 владельца,Opel,1.6,99,Механика,Дизельный,ДТ,Передний,11.6,3.9,Германия,B,5,4212,1825,1605,2604,200,"205/60 R16, 215/50 R17",45,1820,5,180,4.5/3.5/3.9,Euro 6,102,1560,Турбонаддув,4,4,17,nan,DOHC
2 130 000 ₽,2017,74 870 км,nan,Левый,Не требует ремонта,1 владелец,Suzuki,1.6,117,Автомат,Бензиновый,АИ-95,Передний,12.5,6.0,Япония,B,5,4175,1775,1610,2500,185,215/60 R16,47,1730,6,180,7.5/5.1/6.0,Euro 5,nan,1586,нет,4,4,11,M16A,DOHC
2 900 000 ₽,2013,125 600 км,46 500 ₽ / год,Левый,Не требует ремонта,3 или более,Porsche,3.6,310,Робот,Бензиновый,АИ-98,Полный,6.1,8.7,Германия,F,"4, 5",5015,1931,1418,2920,143,nan,80,2420,7,257,11.4/7.1/8.7,Euro 5,203,3605,нет,6,4,12.5,MCW.AA,DOHC
880 000 ₽,2011,105 000 км,5 215 ₽ / год,Левый,Не требует ремонта,2 владельца,SsangYong,2.3,150,Механика,Бензиновый,АИ-95,Полный,14.2,11.0,Южная Корея,J,5,4660,1880,1755,2740,199,"235/75 R16, 225/75 R16, 255/60 R18",75,2530,5,168,14.9/8.7/11.0,nan,nan,2295,нет,4,4,10.4,G23D,DOHC
4 300 000 ₽,2017,131 327 км,45 900 ₽ / год,Левый,Не требует ремонта,1 владелец,Land,3.0,306,Автомат,Дизельный,ДТ,Полный,7.2,7.0,Великобритания,J,"5, 7",4850,1983,1780,2923,200,235/65 R19,77,2755,8,210,7.9/6.4/7.0,nan,185,2993,Турбонаддув,6,4,16.1,nan,DOHC
3 950 000 ₽,2020,51 000 км,37 800 ₽ / год,Левый,Не требует ремонта,1 владелец,Mazda,2.5,254,Автомат,Бензиновый,АИ-95,Передний,7.9,9.5,Япония,E,7,5075,1969,1747,2930,224,"255/50 R20, 255/60 R18",74,2570,6,217,10.6/8.4/9.5,nan,nan,2488,Турбонаддув,4,4,10.5,Mazda PY series (SkyActiv-G,DOHC
1 650 000 ₽,2019,152 813 км,5 215 ₽ / год,Левый,Не требует ремонта,2 владельца,Ford,2.5,150,Автомат,Бензиновый,АИ-95,Передний,10.7,8.1,США,C,5,4531,1838,1694,2690,200,"235/50 R18, 235/55 R17",60,nan,6,185,11.2/6.4/8.1,Euro 5,nan,2488,нет,4,4,9.7,Duratec 25,DOHC
2 600 000 ₽,2019,157 727 км,5 250 ₽ / год,Левый,Не требует ремонта,2 владельца,Citroen,2.0,150,Механика,Дизельный,ДТ,Полный,12.3,6.2,Франция,M,"8, 9",4956,1920,1950,3275,175,"215/60 R17, 215/65 R16, 225/55 R17",70,nan,6,183,7.0/5.6/6.2,Euro 5,nan,1997,Турбонаддув,4,4,16.7,nan,DOHC
425 000 ₽,2008,179 000 км,3 605 ₽ / год,Левый,Не требует ремонта,2 владельца,Mazda,1.5,103,Механика,Бензиновый,АИ-95,Передний,10.4,5.7,Япония,B,5,3885,1695,1475,2490,150,185/55 R15,45,1485,5,188,7.6/4.7/5.7,nan,nan,1498,нет,4,4,10,nan,DOHC
999 000 ₽,2005,172 190 км,7 950 ₽ / год,Левый,Не требует ремонта,1 владелец,Toyota,2.4,157,Автомат,Бензиновый,АИ-95,Передний,10.8,nan,Япония,E,7,4690,1826,1725,2715,170,"225/65 R17, 225/70 R16",72,2432,4,175,10.7/8.7/-,nan,nan,2362,нет,4,4,9.6,2AZ-FE,DOHC
4 000 000 ₽,2018,120 000 км,46 950 ₽ / год,Левый,Не требует ремонта,3 или более,BMW,3.0,313,Автомат,Дизельный,ДТ,Полный,5.8,6.3,Германия,E,5,4909,1989,1702,2933,212,255/50 R19,85,2820,8,240,7.1/5.8/6.3,Euro 6,163,2993,Турбонаддув,6,4,16.5,N57D30,DOHC
700 000 ₽,2012,315 000 км,5 215 ₽ / год,Левый,Не требует ремонта,3 или более,Volvo,1.6,150,Робот,Бензиновый,АИ-95,Передний,10.2,6.8,Швеция,D,5,4628,1825,1484,2776,136,"205/60 R16, 215/55 R16",67,2030,6,210,9.5/5.4/6.8,Euro 5,164,1596,Турбонаддув,4,4,10,b4164t3,DOHC
1 180 000 ₽,2014,77 435 км,4 095 ₽ / год,Левый,Не требует ремонта,1 владелец,Nissan,1.6,117,Вариатор,Бензиновый,АИ-95,Передний,11.5,6.3,Япония,B,5,4135,1765,1565,2530,180,"205/60 R16, 215/55 R17, 225/45 R18",46,1685,nan,170,8.3/5.2/6.3,Euro 5,145,1598,нет,4,4,10.7,hr16de,DOHC
1 799 000 ₽,2023,52 000 км,5 110 ₽ / год,Левый,Не требует ремонта,1 владелец,Chery,1.5,147,Вариатор,Бензиновый,АИ-92,Передний,9.8,8.2,Китай,C,5,4500,1842,1705,2670,190,"225/60 R18, 225/65 R17",51,1888,nan,186,10.8/6.6/8.2,Euro 6,189,1498,Турбонаддув,4,4,9.5,SQRE4T15C,DOHC
555 000 ₽,2007,268 000 км,4 900 ₽ / год,Левый,Не требует ремонта,3 или более,Volkswagen,2.0,140,Механика,Дизельный,ДТ,Полный,10.2,6.2,Германия,D,5,4765,1820,1472,2709,114,"195/60 R16, 205/55 R16",70,2160,6,204,8.7/5.7/6.2,nan,nan,1968,Турбонаддув,4,4,18.5,"bmp, bkp, cbab",DOHC
270 000 ₽,1989,300 000 км,1 620 ₽ / год,Левый,Не требует ремонта,3 или более,Volkswagen,1.8,90,Механика,Бензиновый,АИ-95,Передний,14.0,7.9,Германия,D,5,4569,1704,1448,2623,150,"175/70 R14, 185/65 R14",70,1700,5,173,10.9/5.9/7.9,nan,nan,1781,нет,4,2,10,"abs, adz, rp",SOHC
1 350 000 ₽,2011,178 000 км,12 660 ₽ / год,Левый,Не требует ремонта,3 или более,Audi,2.0,211,Робот,Бензиновый,АИ-95,Полный,6.9,7.7,Германия,C,5,4385,1831,1608,2603,170,"215/65 R16, 255/40 R19, 235/55 R17, 235/50 R18",64,2165,7,230,10.2/6.4/7.7,Euro 5,142,1984,Турбонаддув,4,4,9.6,nan,DOHC
319 000 ₽,2013,157 000 км,3 815 ₽ / год,Левый,Не требует ремонта,3 или более,Chevrolet,1.6,109,Механика,Бензиновый,АИ-95,Передний,12.5,7.3,США,C,5,4510,1797,1477,2685,140,"205/60 R16, 215/50 R17",60,1818,5,185,8.6/5.1/7.3,Euro 5,172,1598,нет,4,4,11,nan,DOHC
3 045 000 ₽,2017,49 000 км,18 000 ₽ / год,Левый,Не требует ремонта,2 владельца,nan,2.0,240,Автомат,Бензиновый,АИ-95,Полный,7.3,7.3,Великобритания,C,5,4371,1965,1625,2660,216,225/65 R17,65,2350,9,217,9.2/6.2/7.3,Euro 6,165,1998,Турбонаддув,4,4,10.5,Ingenium Si4,DOHC
1 550 000 ₽,2012,263 000 км,42 900 ₽ / год,Левый,Не требует ремонта,3 или более,Jeep,3.6,286,Автомат,Бензиновый,АИ-95,Полный,9.1,11.4,США,J,5,4822,1943,1781,2915,205-218,"265/50 R20, 265/60 R18",93,2949,5,206,16.0/8.8/11.4,nan,265,3604,нет,6,4,10.2,nan,DOHC
2 750 000 ₽,2019,52 500 км,5 250 ₽ / год,Левый,Не требует ремонта,2 владельца,Citroen,1.6,150,Автомат,Бензиновый,АИ-95,Передний,9.1,7.9,Франция,C,5,4500,1840,1670,2730,230,"215/65 R17, 235/55 R18",53,1980,6,198,10.5/6.3/7.9,nan,179,1598,Турбонаддув,4,4,10.5,nan,DOHC
